# RunNumber Energy Ei Chopper Chopper1 Chopper2 Chopper3 Height dHeight Center dCenter Sigma dSigma Q
0.000000000000000000e+00 1.074760000000000000e+05 8.000000000000000000e+00 8.040867124813932065e+00 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 3.707726259958291637e-01 2.059284138461770462e-03 -6.399116151548836506e-02 1.136687283877839579e-03 2.501021553055853830e-01 7.946739048550638959e-04 1.381965291996796852e+00
0.000000000000000000e+00 1.074770000000000000e+05 1.000000000000000000e+01 1.006431126149668387e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.218596202967441755e-01 1.870881254610260629e-03 -5.144186111147040774e-02 1.260112679001058585e-03 3.414798889472823729e-01 8.395062589989586276e-04 1.545915762583414788e+00
0.000000000000000000e+00 1.074780000000000000e+05 1.200000000000000000e+01 1.209239316499027161e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.774645515540000273e-01 1.754705965730101423e-03 -4.022075697278972017e-02 1.353530212371012193e-03 4.436019318910143228e-01 9.094642621357282904e-04 1.694338771204153771e+00
0.000000000000000000e+00 1.074790000000000000e+05 1.500000000000000000e+01 1.514264107536951620e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.503382476214884966e-01 1.453337375884840472e-03 -2.219883964736432680e-02 1.635145184891732741e-03 6.116860063221443156e-01 1.108562914416307650e-03 1.895720310509204865e+00
0.000000000000000000e+00 1.074800000000000000e+05 2.000000000000000000e+01 2.023367108019003524e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.584159944139710174e-01 1.208651487756833877e-03 1.534455501691552211e-02 1.990218668734384903e-03 9.095011752473777245e-01 1.352196880937191637e-03 2.190918172399202835e+00
0.000000000000000000e+00 1.074810000000000000e+05 3.000000000000000000e+01 3.045532469471336512e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.133151906203548775e-01 8.965334740170435293e-04 8.392603155540930004e-02 2.773802936985849711e-03 1.556828708287129048e+00 1.937288750768607773e-03 2.687108059724172104e+00
0.000000000000000000e+00 1.074820000000000000e+05 4.000000000000000000e+01 4.070594938816007158e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 3.316436757329590534e-01 6.722058969434296233e-04 7.755438989942148309e-02 3.835153345047445043e-03 2.336500562514822743e+00 2.768386093665634561e-03 3.105898564060529221e+00
0.000000000000000000e+00 1.074830000000000000e+05 5.000000000000000000e+01 5.097112210569668633e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 2.600636954047383931e-01 5.151858146695969002e-04 9.622878447453182826e-02 5.149163255610575245e-03 3.228736475419168528e+00 3.723498651988873046e-03 3.474980066219965469e+00
0.000000000000000000e+00 1.074840000000000000e+05 6.000000000000000000e+01 6.121488420192913793e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 2.022893857621974878e-01 4.051917949248295785e-04 1.191178769405390331e-01 6.748259128381380555e-03 4.220015199276017093e+00 5.047635850532266114e-03 3.807914073268572341e+00
0.000000000000000000e+00 1.074850000000000000e+05 7.000000000000000000e+01 7.148054279088204055e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 1.560059033854307164e-01 3.244338267785022169e-04 2.480263313421894600e-01 8.653211301285974530e-03 5.288444051206830032e+00 6.613394535205344323e-03 4.114509175221125581e+00
0.000000000000000000e+00 1.074860000000000000e+05 8.000000000000000000e+01 8.174553176049529668e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 1.176352569052143138e-01 2.582734035100010188e-04 3.920187552795448838e-01 1.118978102944541420e-02 6.503159737773338556e+00 8.620398170713751765e-03 4.399776160717010498e+00
0.000000000000000000e+00 1.074870000000000000e+05 9.000000000000000000e+01 9.193060474890158673e+01 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 8.936185328158159635e-02 2.085521621366581084e-04 4.714563781280687871e-01 1.424865534371146103e-02 7.849951158608527990e+00 1.146302011383286412e-02 4.665978004535038970e+00
0.000000000000000000e+00 1.074880000000000000e+05 1.000000000000000000e+02 1.020962619884918183e+02 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 6.947864758626629000e-02 1.716932740553823349e-04 6.079326164718419356e-01 1.766044248830545352e-02 9.226249132725394375e+00 1.432956964626691185e-02 4.917407701412837007e+00
0.000000000000000000e+00 1.074890000000000000e+05 1.200000000000000000e+02 1.225347862716070608e+02 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 4.299058066006253981e-02 1.202352688703880882e-04 1.298574478069135507e+00 2.617581448085506968e-02 1.212867621310729582e+01 2.110683685757385256e-02 5.387097666660944917e+00
0.000000000000000000e+00 1.074900000000000000e+05 1.500000000000000000e+02 1.526480024386515026e+02 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 2.549984915751014533e-02 8.154780198702490967e-05 1.721134852616964750e+00 3.978437844660061284e-02 1.584316145046946112e+01 3.079008574097667761e-02 6.014557619889576934e+00
0.000000000000000000e+00 1.074910000000000000e+05 2.000000000000000000e+02 2.032697733848529253e+02 1.000000000000000000e+00 6.000000000000000000e+01 1.200000000000000000e+02 6.000000000000000000e+01 1.429261942994367041e-02 5.276337347080896226e-05 2.911321369620638144e+00 6.531806599626750753e-02 2.216738769498406825e+01 4.839350187614886722e-02 6.941362867752711274e+00
